Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
3/6/2024,Weekday,A-61,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,4,1,16:01,16
3/6/2024,Weekday,A-33,Newkirk Av (246),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,9,5,10:24,10
3/6/2024,Weekday,A-64,Chambers St (137),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,3,3,16:39,16
3/6/2024,Weekday,A-10,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,3,1,01:59,1
3/6/2024,Weekday,A-19,242 St - Van Cortlandt Park (101),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,TRACK CIRCUIT FAILURE,43,1,08:00,8
3/6/2024,Weekday,A-85,191 St (110),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,15,1,20:16,20
3/6/2024,Weekday,A-6,South Ferry (142),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,11,1,00:08,0
3/6/2024,Weekday,A-49,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,10:34,10
3/7/2024,Weekday,A-86,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,21:24,21
3/7/2024,Weekday,A-36,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,1,07:48,7
3/7/2024,Weekday,A-44,149 St - Grand Concourse (222),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,4,2,12:21,12
3/7/2024,Weekday,A-95,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,3,23:06,23
3/7/2024,Weekday,A-94,66 St - Lincoln Center (124),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,23:27,23
3/7/2024,Weekday,A-37,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,9,1,09:18,9
3/7/2024,Weekday,A-64,231 St (104),Internal,Other Internal,Service Delivery,Division of Service Delivery,COMFORT RELIEF,1,1,16:58,16
3/7/2024,Weekday,A-7,59 St - Columbus Circle (125),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,8,2,00:49,0
3/7/2024,Weekday,A-17,242 St - Van Cortlandt Park (101),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,1,1,05:33,5
3/7/2024,Weekday,A-31,Dyckman St (109),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,07:38,7
3/7/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:57,8
3/7/2024,Weekday,A-33,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:37,8
3/7/2024,Weekday,A-62,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,15:44,15
3/7/2024,Weekday,A-90,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,19:20,19
3/7/2024,Weekday,A-34,137 St - City College (115),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,1,10:24,10
3/7/2024,Weekday,A-6,125 St (116),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:02,0
3/8/2024,Weekday,A-9,181 St (111),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/DECEASED,20,1,02:18,2
3/8/2024,Weekday,A-10,145 St (114),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,02:02,2
3/8/2024,Weekday,A-58,Cortlandt St (138),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,17:41,17
3/8/2024,Weekday,A-32,72 St (123),External,Sick/Injured Customer,,Public,ASSISTANCE REFUSED/UNFOUNDED,3,1,10:59,10
3/8/2024,Weekday,A-33,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,9,1,08:50,8
3/8/2024,Weekday,A-17,168 St (112),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,1,1,07:52,7
3/8/2024,Weekday,A-2,South Ferry (142),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,SWITCH TROUBLE,7,1,00:12,0
3/8/2024,Weekday,A-19,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,1,06:50,6
3/8/2024,Weekday,A-55,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,9,1,15:26,15
3/8/2024,Weekday,A-91,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,5,3,22:06,22
3/8/2024,Weekday,A-79,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,2,1,21:50,21
3/8/2024,Weekday,A-92,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Signals,GENERAL ORDER OPERATION,1,1,23:40,23
3/8/2024,Weekday,A-11,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,2,00:15,0
3/8/2024,Weekday,A-14,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,00:33,0
3/8/2024,Weekday,A-15,125 St (225),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,3,01:52,1
3/8/2024,Weekday,A-36,Marble Hill - 225 St (106),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,12,1,10:24,10
3/11/2024,Weekday,A-18,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:25,7
3/11/2024,Weekday,A-4,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,04:57,4
3/11/2024,Weekday,A-37,137 St - City College (115),External,External Debris on Roadbed,,Public,BIE-DEBRIS ON ROADBED,1,1,10:42,10
3/11/2024,Weekday,A-29,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,INTERIOR SOILED/DIRTY,11,1,09:15,9
3/11/2024,Weekday,A-59,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),11,1,16:38,16
3/11/2024,Weekday,A-27,149 St - Grand Concourse (222),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,3,2,08:58,8
3/11/2024,Weekday,A-67,14 St (132),Internal,Subway Car,Braking,Division of Car Equipment,BRAKE VALVE,2,1,17:13,17
3/11/2024,Weekday,A-21,Times Square - 42 St (127),Internal,Subway Car,Braking,Division of Car Equipment,LOW AIR,2,1,08:19,8
3/11/2024,Weekday,A-45,Times Square - 42 St (127),Internal,Subway Car,Propulsion,Division of Car Equipment,CONTROLLER PROBLEMS,5,1,12:39,12
3/11/2024,Weekday,A-34,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:11,6
3/11/2024,Weekday,A-36,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,07:48,7
3/11/2024,Weekday,A-83,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,3,21:46,21
3/11/2024,Weekday,A-5,145 St (114),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,2,1,00:24,0
3/11/2024,Weekday,A-42,137 St - City College (115),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,10:40,10
3/12/2024,Weekday,A-55,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,3,1,13:33,13
3/12/2024,Weekday,A-48,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,1,1,12:01,12
3/12/2024,Weekday,A-84,86 St (121),External,"Public Conduct, Crime, Police Response",,Police,CAB DOORS OPEN,8,1,19:01,19
3/12/2024,Weekday,A-26,238 St (103),External,"Public Conduct, Crime, Police Response",,Police,LOSS OF C/R INDICATION,8,1,06:52,6
3/12/2024,Weekday,A-105,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,3,23:40,23
3/12/2024,Weekday,A-42,66 St - Lincoln Center (124),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,10:02,10
3/12/2024,Weekday,A-61,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,15:02,15
3/12/2024,Weekday,A-37,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,5,1,08:50,8
3/12/2024,Weekday,A-80,50 St (126),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,34,1,18:10,18
3/12/2024,Weekday,A-10,14 St (132),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,2,1,00:36,0
3/12/2024,Weekday,A-33,South Ferry (142),Internal,Subway Car,Braking,Division of Car Equipment,SLOW RELEASING BRAKES,17,1,08:20,8
3/12/2024,Weekday,A-62,South Ferry (142),Internal,Subway Car,Door-Related,Division of Car Equipment,LOSS OF T/O INDICATION,17,1,14:22,14
3/12/2024,Weekday,A-64,34 St - Penn Station (128),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,BIE-HOME SIGNAL,18,3,15:50,15
3/12/2024,Weekday,A-9,28 St (129),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,2,01:42,1
3/12/2024,Weekday,A-111,207 St (108),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:21,6
3/12/2024,Weekday,A-12,79 St (122),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,6,1,00:42,0
3/12/2024,Weekday,A-53,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,10:19,10
3/13/2024,Weekday,A-1,241 St - Wakefield (201),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,2,05:09,5
3/13/2024,Weekday,A-17,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,1,04:57,4
3/13/2024,Weekday,A-10,Times Square - 42 St (127),External,Persons on Roadbed,,Police,PERSON ON ROADBED,3,1,00:55,0
3/13/2024,Weekday,A-86,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,7,1,20:10,20
3/13/2024,Weekday,A-83,125 St (116),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,19:45,19
3/13/2024,Weekday,A-34,72 St (123),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,8,1,10:13,10
3/13/2024,Weekday,A-35,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,7,1,08:36,8
3/13/2024,Weekday,A-9,50 St (126),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,6,2,00:01,0
3/13/2024,Weekday,A-2,Times Square - 42 St (127),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,2,3,01:23,1
3/13/2024,Weekday,A-36,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:38,7
3/13/2024,Weekday,A-37,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,09:01,9
3/13/2024,Weekday,A-72,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,16:56,16
3/13/2024,Weekday,A-3,South Ferry (142),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,1,02:43,2
3/13/2024,Weekday,A-92,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,11,1,21:24,21
3/13/2024,Weekday,A-39,50 St (126),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,17,1,10:46,10
3/14/2024,Weekday,A-40,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,06:13,6
3/14/2024,Weekday,A-1,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,3,1,07:05,7
3/14/2024,Weekday,A-54,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,4,1,13:38,13
3/14/2024,Weekday,A-80,135 St (224),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,1,3,21:41,21
3/14/2024,Weekday,A-76,Houston St (134),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,11,1,20:58,20
3/14/2024,Weekday,A-26,South Ferry (142),External,Sick/Injured Customer,,Public,SICK CUSTOMER,1,1,07:38,7
3/14/2024,Weekday,A-87,34 St - Penn Station (128),External,Sick/Injured Customer,,Public,SICK CUSTOMER,8,1,22:12,22
3/14/2024,Weekday,A-68,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,3,1,16:29,16
3/14/2024,Weekday,A-47,59 St - Columbus Circle (125),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,15,3,12:41,12
3/14/2024,Weekday,A-53,238 St (103),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,9,1,10:06,10
3/14/2024,Weekday,A-61,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,10,1,15:48,15
3/14/2024,Weekday,A-93,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,23:50,23
3/14/2024,Weekday,A-94,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,23:50,23
3/14/2024,Weekday,A-3,72 St (123),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,10,1,00:10,0
3/14/2024,Weekday,A-48,Franklin Av (239),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,3,09:05,9
3/14/2024,Weekday,A-57,79 St (122),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,18,1,10:57,10
3/14/2024,Weekday,A-29,137 St - City College (115),Planned ROW Work,,,Operations Planning,GENERAL ORDER OPERATION,18,1,09:42,9
3/15/2024,Weekday,A-70,240 St Yard (102),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,1,17:15,17
3/15/2024,Weekday,A-33,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,08:54,8
3/15/2024,Weekday,A-52,Central Park North (110 St) (227),External,Sick/Injured Customer,,Public,SICK CUSTOMER,2,2,15:05,15
3/15/2024,Weekday,A-34,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,1,1,08:42,8
3/15/2024,Weekday,A-22,137 St - City College (115),Internal,Other Internal,Service Delivery,Division of Service Delivery,*INJURED EMPLOYEE,2,1,07:31,7
3/15/2024,Weekday,A-51,72 St (123),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-AUTOMATIC SIGNAL,1,1,14:36,14
3/15/2024,Weekday,A-13,Times Square - 42 St (127),Internal,Other Internal,Service Delivery,OPS Training,DRS OPEN W/TRN PART IN STATION,5,1,02:54,2
3/15/2024,Weekday,A-50,Times Square - 42 St (127),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,1,1,14:22,14
3/15/2024,Weekday,A-35,Dyckman St (109),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,15,1,11:07,11
3/15/2024,Weekday,A-3,Times Square - 42 St (127),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,4,1,00:15,0
3/15/2024,Weekday,A-73,Times Square - 42 St (127),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,11,1,19:29,19
3/15/2024,Weekday,A-66,South Ferry (142),Internal,Subway Car,Braking,Division of Car Equipment,STUCK BRAKES,6,1,17:39,17
3/15/2024,Weekday,A-62,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,15:54,15
3/15/2024,Weekday,A-91,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,10,1,20:57,20
3/15/2024,Weekday,A-12,South Ferry (142),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,00:47,0
3/15/2024,Weekday,A-43,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,10:51,10
3/15/2024,Weekday,A-92,137 St - City College (115),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,12:00,12
3/18/2024,Weekday,A-7,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,1,01:14,1
3/18/2024,Weekday,A-21,34 St - Penn Station (128),External,External Debris on Roadbed,,Public,DEBRIS ON ROADBED,22,3,08:52,8
3/18/2024,Weekday,A-68,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,5,1,20:31,20
3/18/2024,Weekday,A-10,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,01:25,1
3/18/2024,Weekday,A-23,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,5,1,12:00,12
3/18/2024,Weekday,A-5,242 St - Van Cortlandt Park (101),Internal,Other Internal,Service Delivery,Division of Service Delivery,COMFORT RELIEF,1,1,05:17,5
3/18/2024,Weekday,A-28,Dyckman St (109),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,2,1,10:24,10
3/18/2024,Weekday,A-49,240 St Yard (102),Internal,Subway Car,Braking,Division of Car Equipment,STUCK BRAKES,11,1,15:51,15
3/18/2024,Weekday,A-47,96 St (120),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,6,1,16:07,16
3/18/2024,Weekday,A-37,Marble Hill - 225 St (106),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:26,7
3/18/2024,Weekday,A-60,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,1,17:15,17
3/18/2024,Weekday,A-41,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,10:19,10
3/18/2024,Weekday,A-6,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,01:30,1
3/19/2024,Weekday,A-88,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,2,2,23:47,23
3/19/2024,Weekday,A-27,72 St (123),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,3,07:14,7
3/19/2024,Weekday,A-28,72 St (123),External,Sick/Injured Customer,,Public,SICK CUSTOMER,8,3,07:22,7
3/19/2024,Weekday,A-24,242 St - Van Cortlandt Park (101),Internal,Other Internal,Other Internal Disruptions,Miscellaneous,CAR SHORTAGE,9,1,07:28,7
3/19/2024,Weekday,A-36,242 St - Van Cortlandt Park (101),Internal,Other Internal,Service Delivery,Division of Service Delivery,*INJURED EMPLOYEE,3,1,10:20,10
3/19/2024,Weekday,A-3,96 St (120),Internal,Other Internal,Service Delivery,Division of Service Delivery,COMFORT RELIEF,2,1,00:01,0
3/19/2024,Weekday,A-84,34 St - Penn Station (128),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,1,1,21:48,21
3/19/2024,Weekday,A-2,50 St (126),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,2,3,01:44,1
3/19/2024,Weekday,A-39,59 St - Columbus Circle (125),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,5,1,12:00,12
3/19/2024,Weekday,A-41,96 St (120),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,13,1,13:11,13
3/19/2024,Weekday,A-61,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,15:49,15
3/19/2024,Weekday,A-34,Times Square - 42 St (127),Planned ROW Work,,,Division of MOW Engineering,SYSTEM MAINTENANCE EQUIPMENT,13,1,09:57,9
3/19/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,11:07,11
3/19/2024,Weekday,A-7,14 St (132),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,00:28,0
3/19/2024,Weekday,A-35,Westchester Square -  E Tremont Av (604),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,1,6,09:34,9
