Date,Sent To,Ticket ,RTO #,District,Line,Facility,Location,Type,Request,Entered by,Current Status,Completed Date,Comments,,
5/20/2024,Iron,N/A,IW24003,4,A,Far Rockaway,Parking lot,repair,"gate bent and unable to move, remains open",JC,completed,5/22/2024,,,
5/20/2024,MOW,212326,M24096,2,3,Livonia Yard,Tower,replace,3 light bulbs out,JC,completed,6/1/2024,,,
5/20/2024,MOW,212327,M24097,3,D,38 Street Yard,Supt office room 212,replace,replace flushometer with automated one,JC,completed,12/24/2024,,,
5/20/2024,Marketplace,129344,N/A,,,130 Livingston Street,Various locations,supply,supply order/microwaves,JR,completed,5/21/2024,,,
5/20/2024,RCC,518463,RCC24008,2,3,Livonia Yard,Tracks 1 & 68,remove,overgrown weeds,JC,completed,6/1/2024,,,
5/20/2024,Station Env,10139592,SE240432,1,1,242 Street ,Women locker room,secure,ceiling heater falling down,JC,completed,5/20/2024,,,
5/20/2024,Station Env,10138884,SE240433,3,N,Stillwell Avenue,Dispatcher restroom,replace,light bulb out,JC,completed,5/20/2024,,,
5/20/2024,Station Env,10145593,SE240434,4,C,Euclid Avenue,Women locker room,repair,outlets not working,JC,completed,5/21/2024,,,
5/21/2024,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew assignment section,repair,mounting picture frames for Paul McPhee,JC,completed by F&S,5/21/2024,,,
5/21/2024,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew assignment section,replace,HVAC filters,JC,completed by F&S,5/21/2024,,,
5/21/2024,Station Env,10158634,SE240435,4,C,Euclid Avenue,Dispatcher office,repair,swing door broken,JC,completed,6/18/2024,,,
5/21/2024,Station Env,10142807,SE240436,3,N,Ditmars Boulevard,Women restroom,repair,sink and floor drain clogged causing water condition,JC,completed,5/21/2024,,,
5/22/2024,F & S,N/A,F & S,,,57-10 Roosevelt Substation,Testing section,pick up,JCB gloves,JC,completed by F&S,5/22/2024,,,
5/22/2024,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew assignment section,repair,installed auto flushometers on toilets,JC,completed by F&S,5/22/2024,,,
5/22/2024,F & S,N/A,F & S,5,F,179 Street,Dispatcher office,repair,repaired combo lock,JC,completed by F&S,5/22/2024,,,
5/22/2024,MOW,323897,M24098,4,A,207 Street,Tower A - TSS office 2nd floor,repair,door lock not working,JC,completed,5/24/2024,,,
5/22/2024,Marketplace,129482,N/A,,,Jackson Avenue,CrewOffice,material,filters,JR,completed,6/18/2024,,,
5/22/2024,Station Env,804159/ 10158981,SE240437,5,F,179 Street,Women restroom,replace,"broken toilet seat, discolored toilet seat",JC,completed,5/26/2024,,,
5/22/2024,Station Env,10647092,SE240438,5,7,34 Street Hudson Yards,Men restroom,replace,"light bulb out, missing light cover",JC,completed,7/15/2024,,,
5/22/2024,Station Env,804854,SE240439,3,Q,96 Street 2 Avenue,Men restroom,repair,broken faucet,JC,completed,5/23/2024,,,
5/23/2024,F & S,N/A,F & S,,,57-10 Roosevelt Substation,Testing section,replaced,"replaced 2 pairs gloves, incorrectly stamped",JC,completed by F&S,5/23/2024,,,
5/23/2024,F & S,N/A,F & S,Crew off,Crew off,2717 Jackson Avenue,Crew assignment section,pick up,picked up delivery,JC,completed by F&S,5/23/2024,,,
5/23/2024,HVAC,10161895,HV24005,Sub C,Sub C,125 Street Flagging Quarters,Crew facility,repair,A/C unit #MA519 not working,JC,completed,6/1/2024,,,
5/23/2024,MOW,212334,M24099,Sub C,Sub C,Jackson Avenue Flagging Quarters,Men restroom,repair,toilet continuously running,JC,completed,5/30/2024,,,
5/23/2024,Marketplace,129521,N/A,,,130 Livingston Street,Various locations,supply,supply order,JR,completed,5/30/2024,,,
5/23/2024,Marketplace,129521,N/A,3,F,Stillwell Avenue,Cabinet,material,cabinet,JR,completed,6/11/2024,,,
5/23/2024,Station Env,10162102,SE240440,2,4,Utica Avenue,Women restroom,repair,toilet not flushing,JC,completed,5/23/2024,,,
5/23/2024,Station Env,10163256,SE240441,1,5,Dyre Avenue,Women restroom,repair,sink pipe not connected causing water condition,JC,completed,5/28/2024,,,
5/23/2024,Station Env,804810,SE240442,3,Q,Dekalb Avenue,Women restroom,repair,cove base molding falling off,JC,closed,3/31/2025,,,
5/24/2024,F & S,N/A,F & S,3,R,Forest Hills 71 Continental Avenue,Crew reporting center,repair,combo lock repaired,JC,completed by F&S,5/28/2024,,,
5/24/2024,F & S,N/A,F & S,3,R,Forest Hills 71 Continental Avenue,TSS office,replace,installed new door lock cylinder,JC,completed by F&S,5/28/2024,,,
5/24/2024,MOW,323904,M24100,4,A,207 Street Yard,Crew room trailer,repair,leak from top of window,JC,completed,6/1/2024,,,
5/24/2024,MOW,323905,M24101,4,A,207 Street Yard,Crew room trailer,repair,light bulb out,JC,completed ,5/29/2024,,,
5/24/2024,Station Env,805077,SE240443,4,A,59 Street,Tower,repair,"door lock detaching, screw missing",JC,completed,5/24/2024,,,
5/27/2024,Station Env,10194748,SE240444,2,4,Woodlawn,Platform - Track 1,repair,loose wooden platform edge,JC,completed,5/28/2024,,,
5/27/2024,Station Env,10194776,SE240445,5,7,Main Street,Men restroom - Mezzanine level,repair,clogged urinal,JC,completed,5/28/2024,,,
5/27/2024,Station Env,10194767,SE240446,5,E,Parsons Archer ,Men and Women restrooms,install,install door stoppers,JC,completed,5/29/2024,,,
5/27/2024,Station Env,10170418,SE240447,2,4,Utica Avenue,Men restroom,repair,toilet overflowing,JC,completed,5/27/2024,,,
5/28/2024,Exterminator,N/A,E24009,2,3,Livonia Yard,JCB #23,exterminate,wasp nest inside of Jumper Cable Box ,JC,completed,,,,
5/28/2024,MOW,323906,M24102,2,2,241 Street,Dispatcher restroom - Track level,repair ,toilet is continuosly ruunning ,SP,completed ,5/29/2024,,,
5/28/2024,Marketplace,129871,N/A,,,130 Livingston Street,GS Office,material,office supply,JR,comleted,6/6/2024,,,
5/28/2024,Marketplace,129425,N/A,2,4,Woodlawn,Dispatcher Office ,supply,storage cabinet,JR,completed,5/29/2024,,,
5/28/2024,Marketplace,129404,N/A,,,130 Livingston Street,Various locations,supply,supply order/microwave,JR,completed,5/21/2024,,,
5/29/2024,MOW,323908,M24103,4,A,207 Street Yard ,Men Locker Room ,replace ,lights out ,SP,completed,6/15/2024,,,
5/29/2024,Marketplace,129688,N/A,,,130 Livingston Street,Various locations,supply,supply order,JR,completed,6/6/2024,,,
5/30/2024,F & S,N/A,F & S,3,R,Queens Plaza Platform Controllers,office,install,applied asset tags to items,JC,completed by F&S,5/30/2024,,,
5/30/2024,F & S,N/A,F & S,4,J,East New York Yard,Yard,inspect,inspected fire extinguishers,JC,completed by F&S,5/30/2024,,,
5/30/2024,F & S,N/A,F & S,4,J,East New York Yard,Superintendent office,delivery,delivered plaques,JC,completed by F&S,5/30/2024,,,
5/31/2024,Exterminator,N/A,E24010,3,Q,96 Street 2 Avenue,Crew room,exterminate,roach infestation,JC,completed,,,,
5/31/2024,F & S,N/A,F & S,3,Q,96 Street 2 Avenue,Crew room,replace,replaced hand towel dispenser,JC,completed by F&S,5/31/2024,,,
5/31/2024,MOW,212346,M24104,Sub C,Sub C,Jackson Avenue Flagging Quarters,Men restroom,repair,"2 urinals continuous flushing, low water pressure",JC,completed,6/1/2024,,,
5/31/2024,Station Env,10221657,SE240448,2,3,New Lots Avenue,Trailer,repair,"broken windows, vandalism",JC,completed,5/31/2024,,,
5/31/2024,Station Env,10222189,SE240449,5,7,Main Street,Crew room,repair,door not locking,JC,completed,5/31/2024,,,
5/31/2024,Station Env,10218936,SE240450,4,C,Euclid Avenue,Crew room,repair,door lock not locking,JC,completed,6/1/2024,,,
5/31/2024,Station Env,807741,SE240451,2,4,Grand Central 42 Street ,Superintendent office,repair,door lock not locking,JC,completed,8/7/2024,,,
5/31/2024,Station Env,10222288,SE240452,3,R,Forest Hills 71 Continental Avenue,Men restroom,repair,left sink leaking,JC,completed,5/31/2024,,,
5/31/2024,Station Env,10765671,SE240453,3,R,Forest Hills 71 Continental Avenue,Men restroom,repair,hand dryer not working,JC,"SEE SE240615, #10765671",7/25/2024,,,
5/31/2024,Station Env,10222483,SE240454,4,A,59 Street,Tower - hallway restroom,repair,"leak at bottom, unable to flush",JC,completed,6/3/2024,,,
5/31/2024,Station Env,807813,SE240455,5,F,34 Street Master Tower,Crew room,repair,no hot water at slop sink,JC,completed,6/1/2024,,,
6/3/2024,F & S,N/A,F & S,3,R,Forest Hills 71 Continental Avenue,Dispatchers Office ,repair,door cylinder is broken ,SP,completed by F&S,6/3/2024,,,
6/3/2024,F & S,N/A,F & S,Trns Ops ,Trns Ops ,Court Square ,Platform Controllers Office ,repair ,door lock is broken ,SP,completed by F&S,6/3/2024,,,
6/3/2024,TTFD,NA,F & S,3,R,Forest Hills 71 Continental Avenue,Dispatchers Office ,delivery,delivered a red clipboard and TTFD contents,SP,completed by F&S,6/3/2024,,,
6/3/2024,Marketplace,129904,N/A,2,6,130 Livingston Street,Various location,material,office supply,JR,completed,6/6/2023,,,
6/3/2024,Station Env,808092,SE240456,2,4,Grand Central 42 Street ,Tower ,repair,"security gate not locking in place, magnet ",JC,completed,6/2/2024,,,
6/3/2024,Station Env,808580,SE240457,1,1,242 Street ,Crew room,repair,"batten strips detaching from wall, tripping hazard",JC,completed,10/24/2024,,,
6/3/2024,Station Env,N/A,SE240458,3,R,Forest Hills 71 Continental Avenue,Women locker room,replace,light bulb out,JC,completed,6/4/2024,,,
6/3/2024,Station Env,808706,SE240459,2,6,Pelham Bay Park,Men restroom,repair,urinal not flushing,JC,completed,6/14/2024,,,
6/3/2024,Station Env,818827,SE240460,4,L,8 Avenue,Womens Restroom ,repair ,sink is clogged up ,SP,completed,7/9/2024,,,
6/4/2024,Station Env,N/A,SE240461,2,3,New Lots Avenue,Womens Restroom ,repair ,sink is detatched from the wall ,SP ,completed ,6/4/2024,,,
6/4/2024,Station Env,814879,SE240462,3,B,145 Street ,Dispatchers Office ,repair ,outlets not working,SP,completed,6/18/2024,,,
6/4/2024,Station Env,809000,SE240463,3,B,145 Street ,Dispatchers Office ,repair ,swing gate broken,SP,completed,6/4/2024,,,
6/4/2024,Station Env,809152,SE240464,5,7,Main Street ,Womens Restroom ,repair ,toilet is continuosly ruunning ,SP,completed ,6/4/2024,,,
6/4/2024,Station Env,10287964,SE240465,3,Q,Stillwell Avenue,Facilities & Safety ,request ,Bill is requesting 30 TA1 keys be cut,SP,completed,6/30/2024,,,
6/4/2024,Station Env,10285079,SE240466,3,B ,Brighton Beach,Dispatchers Office ,repair ,as per TWU springs on the swing gate are broken ,SP,completed,7/2/2024,,,
6/4/2024,Station Env,10285184,SE240467,3,B,Brighton Beach,Mens Restroom,repair ,as per TWU windows do not stay open ,SP,completed,7/16/2024,,,
6/4/2024,Station Env,10285187,SE240468,3,B,Brighton Beach,Mens Restroom,repair ,as per TWU ceiling leaks when it rains ,SP,completed,6/6/2024,,,
6/4/2024,Station Env,N/A,SE240469,4,J,Broad Street ,Womens Restroom ,repair ,lock is broken ,SP,completed,6/4/2024,,,
6/4/2024,Station Env,N/A,SE240470,3,N,City Hall,Tower ,repair ,no electricity in the signals quarters ,SP,completed,6/6/2024,,,
6/5/2024,F & S,N/A,F & S,2,4,Mosholu Yard,Dispatcher Office ,repair ,lock is not working as designed ,SP,completed by Bobby ,6/5/2024,,,
6/5/2024,F & S,N/A,F & S,3,R,Forest Hills 71 Continental Avenue,Women locker room,repair,combo lock,JC,completed by F&S,6/5/2024,,,
6/5/2024,MOW,323917,M24105,2,4,Mosholu Yard,Superintendents Office ,replace ,lightbulbs are out,SP,completed,6/5/2024,,,
6/5/2024,MOW,212350,M24106,3,D,Coney Island Yard,Unisex Restroom ,repair ,flushometer is broken ,SP,completed,7/15/2024,,,
6/5/2024,Marketplace,129959,N/A,,,GO Unit,Superintendents Request,material,battery charger,JR,completed,6/30/2024,,,
6/5/2024,Station Env,809524,SE240471,4,M,Essex Street ,Mens Restroom,repair ,as per TWU there is water pooling underneath the tile ,SP,completed,7/23/2024,,,
6/5/2024,Station Env,809532,SE240472,4,M,Essex Street ,Womens Restroom ,repair,as per TWU the toilet is leaking ,SP,completed,7/23/2024,,,
6/5/2024,Station Env,10298750,SE240473,5,G,Court Square ,Dispatchers Office  ,repair ,door is closing slowly ,SP,completed,6/12/2024,,,
6/5/2024,Station Env,10287982/809536,SE240474,4,C,168 Street ,Dispatchers Office ,repair ,as per TWU no hot water at the sink/ heater is not connected ,SP,completed,10/2/2024,,,
6/5/2024,Station Env,810004,SE240475,1,1,242 Street ,Dispatchers Office ,replace ,as per TWU floor tiles are missing ,SP,completed,10/1/2024,,,
6/5/2024,Station Env,809518,SE240476,4,L,Canarsie Rockaway Parkway,Superintendents Office ,repair ,ceiling leak and ceiling tile fell down,SP,completed,6/14/2024,,,
6/5/2024,Station Env,809646,SE240477,4,J,Broad Street ,Mens Restroom,repair ,as per TWU there is a ceiling leak ,SP,completed,9/27/2024,,,
6/5/2024,Station Env,10289196,SE240478,3,N,Stillwell Avenue,Dispatchers Office ,repair ,lights are out ,SP,completed,6/5/2024,,,
6/6/2024,JCB,N/A,F & S,2,3,Livonia Yard ,JCB #23,remove ,removed active beehive from jumper cable box ,SP,completed by F&S,6/6/2024,,,
6/6/2024,TTFD,N/A,F & S,4,C,Pitkin Yard ,Tower ,install ,delivered and installed wall pocket for TTFD inspections ,SP,completed by F&S,6/6/2024,,,
6/6/2024,Station Env,810091,SE240479,1,1,242 Street ,TSS office,replace,missing floor tiles,JC,cancelled on 3/13/25 by Sta. Maint,,,,
6/6/2024,Station Env,10294687,SE240480,2,3,148 Street,Women restroom,repair,clogged sink,SP,completed,6/8/2024,,,
6/6/2024,Station Env,10294761,SE240481,1,1,South Ferry,Dispatcher office,repair,door not closing properly,SP,completed,6/6/2024,,,
6/6/2024,Station Env,810080,SE240482,3,N,City Hall,Tower - platform,repair,water condition outside of Tower,SP,completed,6/6/2024,,,
6/6/2024,Station Env,810072,SE240483,2,6,Pelham Bay Park,Men restroom,repair,broken flushometer on urinal,JC,completed ,6/6/2024,,,
6/6/2024,Station Env,810077,SE240484,1,1,242 Street ,Women locker room,replace,water-damaged ceiling tiles,JC,completed,7/9/2024,,,
6/6/2024,Station Env,810077,SE240485,1,1,242 Street ,Men locker room,replace,water-damaged ceiling tiles,JC,completed,7/9/2024,,,
6/6/2024,Station Env,810107,SE240486,1,1,242 Street ,Men locker room,repair,lights out,JC,completed,6/6/2024,,,
6/6/2024,Station Env,810096,SE240487,1,1,242 Street ,Men locker room,replace,hole in wall,JC,completed ,6/7/2024,,,
6/6/2024,Station Env,810100,SE240488,1,1,242 Street ,Crew room,replace,missing and water damaged ceiling tiles,JC,completed,7/9/2024,,,
6/6/2024,Station Env,N/A,SE240489,5,F,179 Street,Women restroom,replace,"lights out, very dim",JC,completed ,6/7/2024,,,
6/7/2024,MOW,323922,M24107,3,D,Concourse Yard ,Mens Restroom,repair,stall partition is broken ,SP,completed,6/9/2024,,,
6/7/2024,Material Control,N/A,MC24004,3,N,Kings Highway,Crew Room,material,50 double lockers,JR,completed ,12/31/2024,,,
6/10/2024,F & S,N/A,F & S,3,B,145 Street,"Crew room - N/E,S/B",repair,repaired vandalized combo lock,JC,completed by F&S,6/10/2024,,,
6/10/2024,MOW,323924,M24108,1,1,240 Street Yard,Tower,repair,crumbling steps,JC,completed,12/31/2024,"12/23 spoke to maintainers, will replace broken tiles 1st on steps",,
6/10/2024,Station Env,811489 / 10337835,SE240490,4,L,Canarsie Rockaway Parkway,Crew facility - N/E Platform,repair,combo lock handle broke off,JC,completed,6/14/2024,,,
6/10/2024,Station Env,811496/ 10337873,SE240491,5,7,Main Street,Men restroom - Mezzanine level,repair,urinal not flushing,JC,completed ,6/10/2024,,,
6/10/2024,Station Env,N/A,SE240492,3,B,Brighton Beach,Kitchen,install,insall soap dispenser,JC,completed by TSS Wiatrak,6/10/2024,,,
6/10/2024,Station Env,811500/ 10337913,SE240493,4,A,Rockaway Park Beach 116 Street,Dispatcher restroom,repair,loose sink,JC,completed,6/11/2024,,,
6/10/2024,Station Env,10353500,SE240494,4,A,Rockaway Park Beach 116 Street,Men restroom,repair,sink not working,JC,completed,6/14/2024,,,
6/10/2024,Station Env,10285079,SE240495,3,B,Brighton Beach,Track 4,repair,"safety pole loose, coming out of platform",JC,completed,7/2/2024,,,
6/10/2024,Station Env,10338439,SE240496,3,B,Brighton Beach,Men restroom,repair,sink leaking,JC,completed,6/11/2024,,,
6/10/2024,Station Env,10338435,SE240497,3,B,Brighton Beach,Men restroom,repair,clogged urinal,JC,completed,6/11/2024,,,
6/10/2024,Station Env,811542,SE240498,5,F,34 Street Master Tower,Master Tower,repair,water pooling in corridor,JC,completed,6/10/2024,,,
6/10/2024,Station Env,811554,SE240499,4,E,Parsons Archer ,Tower and Restroom,repair,TA1 locks sticking when key is used,JC,completed,6/12/2024,,,
6/10/2024,Station Env,10340020,SE240500,5,F,179 Street,Women restroom,repair,trough sink clogged,JC,completed,6/10/2024,,,
6/11/2024,F & S,N/A,F & S,5,F,Stillwell Avenue,Superintendent office,delivery,delivered and installed of cabinets and lockers,JC,completed by F&S,6/11/2024,,,
6/11/2024,F & S,N/A,F & S,5,F,Stillwell Avenue,Superintendent office,install,installed door sills,JC,completed by F&S,6/11/2024,,,
6/11/2024,MOW,323930,M24109,1,1,240 Street Yard,Tower - 2nd & 3rd floors,repair,broken ceiling wall & floor due to water leaks,JC,completed,8/1/2024,,,
6/11/2024,MOW,323925,M24110,1,1,240 Street Yard,Men restroom - 3rd fl,replace,lights out,JC,completed,6/15/2024,,,
6/11/2024,MOW,323926,M24111,1,2,239 Street Yard,Tracks 43/44,replace,flickering lights ,JC,completed,6/17/2024,,,
6/11/2024,MOW,212357,M24112,4,A,Liberty Junction ,Tower,repair,"light out by door, broken string on light fixture",JC,completed,6/23/2024,,,
6/11/2024,MOW,212358,M24113,4,A,Liberty Junction ,Tower,repair,"water condition, entering building in stairwell",JC,completed,12/31/2024,,,
6/11/2024,Quench ,87111316,Q24016,5,7,Main Street,Dispatcher office,replace,#Q0106388 filter change,JC,"closed, replaced 3/11/24",6/11/2024,repalaced 3/11/24 as per Kyle Everett,,
6/11/2024,Station Env,812032,SE240501,3,B,145 Street,Men & Women restrooms,repair,water leaks,JC,completed,4/15/2025,Chemical grouting was completed  4/15,,
6/11/2024,Station Env,811815/ 10340875,SE240502,5,7,Main Street,Dispatcher restroom,repair,"toilet continuously flushing, flushometer broken",JC,completed,6/11/2024,,,
6/11/2024,Station Env,811851/ 10341199,SE240503,1,5,East 180 Street,S/E of Station,repair,flickering light bulbs,JC,completed,6/21/2024,,,
6/11/2024,Station Env,10341359,SE240504,2,4,Utica Avenue,Men restroom,repair,lights out over stall,JC,completed,6/13/2024,,,
6/11/2024,Station Env,812030,SE240505,3,B,145 Street,Crew room,install,install lock protector on door jam,JC,completed,8/1/2024,,,
6/11/2024,Station Env,N/A,SE240506,3,Q,Dekalb Avenue,Superintendent office,install,install plywood to bottom of drawer file cabinet,JC,completed by F&S,,,,
6/11/2024,Station Env,10341388,SE240507,3,N,Ditmars Boulevard,Men restroom,repair,toilet clogged and overflowing,JC,completed,6/11/2024,,,
6/12/2024,F & S,N/A,F & S,4,A,207 Street,Lactaction room,install,installed new door lock ,JC,completed by F&S,6/12/2024,,,
6/12/2024,MOW,212363,M24114,2,3,Livonia Yard,Supply room - 1st floor,repair,ceiling leak,JC,completed,12/31/2024,,,
6/12/2024,MOW,212364,M24115,3,D,38 Street Yard,Men locker room - room 201,repair,water leaks,JC,completed,7/15/2024,,,
